0,-0.0334714,-0.0118154,-0.697221,0,0,-0.010174,-0.0334714,-0.0118154,-0.711241,-0.0175042,-0.0322343,-0.010174
0.1,-0.033142,-0.0115933,-0.697221,0,0,-0.010046,-0.033142,-0.0115933,-0.711603,-0.0175096,-0.0322454,-0.010046
0.2,-0.0327548,-0.0113224,-0.697221,0,0,-0.00988114,-0.0327548,-0.0113224,-0.712029,-0.0175073,-0.0322636,-0.00988114
0.3,-0.0344989,-0.0133239,-0.697221,0,0,-0.00974077,-0.0344989,-0.0133239,-0.709415,-0.0174773,-0.0321981,-0.00974077
0.4,-0.0341656,-0.0131093,-0.697221,0,0,-0.00956346,-0.0341656,-0.0131093,-0.709737,-0.017484,-0.0322071,-0.00956346
0.5,-0.0338308,-0.0128662,-0.697221,0,0,-0.00938543,-0.0338308,-0.0128662,-0.710067,-0.0174942,-0.0322136,-0.00938543
0.6,-0.0335039,-0.0126066,-0.697221,0,0,-0.00921152,-0.0335039,-0.0126066,-0.710414,-0.0175,-0.0322224,-0.00921152
0.7,-0.0334524,-0.0126046,-0.697221,0,0,-0.00899235,-0.0334524,-0.0126046,-0.710004,-0.0175012,-0.0322235,-0.00899235
0.8,-0.0331522,-0.0123072,-0.697221,0,0,-0.00879628,-0.0331522,-0.0123072,-0.710355,-0.0175061,-0.0322349,-0.00879628
0.9,-0.0328263,-0.0119781,-0.697221,0,0,-0.00859533,-0.0328263,-0.0119781,-0.710718,-0.0175156,-0.0322552,-0.00859533
1,-0.0325208,-0.011631,-0.697221,0,0,-0.00841667,-0.0325208,-0.011631,-0.711089,-0.0175224,-0.0322664,-0.00841667
1.1,-0.0346512,-0.0137372,-0.697221,0,0,-0.00829645,-0.0346512,-0.0137372,-0.707829,-0.0175843,-0.0322111,-0.00829645
1.2,-0.0343104,-0.0133326,-0.697221,0,0,-0.00812454,-0.0343104,-0.0133326,-0.708166,-0.0175956,-0.0322348,-0.00812454
1.3,-0.0340385,-0.0129764,-0.697221,0,0,-0.00804471,-0.0340385,-0.0129764,-0.708493,-0.0175952,-0.0322321,-0.00804471
1.4,-0.0336482,-0.0125115,-0.697221,0,0,-0.0079889,-0.0336482,-0.0125115,-0.708811,-0.0176058,-0.0322466,-0.0079889
1.5,-0.0335481,-0.0132037,-0.697221,0,0,-0.00794296,-0.0335481,-0.0132037,-0.707365,-0.0175122,-0.0322086,-0.00794296
1.6,-0.0333082,-0.0129217,-0.697221,0,0,-0.00786708,-0.0333082,-0.0129217,-0.707617,-0.0175115,-0.0322157,-0.00786708
1.7,-0.0329221,-0.0124777,-0.697221,0,0,-0.00776172,-0.0329221,-0.0124777,-0.707878,-0.0175386,-0.0322425,-0.00776172
1.8,-0.0326556,-0.0121158,-0.697221,0,0,-0.00768573,-0.0326556,-0.0121158,-0.708205,-0.0175459,-0.0322433,-0.00768573
